"Gender","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22"
"Female",3,5,4.8,2.4,2.4,1.2,23,5,1,1,3,43,4,40,1,"B",10,"D",6913,9912,940
"Female",2,1,2.4,1.2,1.2,6,127,3,1,4,1,58,9,50,3,"B",0,"L",9028,5814,911
"Female",2,2,6,6,1.2,6,0,5,1,1,5,53,4,50,5,"P",8,"L",3312,8516,608
"Male",3,3,4.8,4.8,4.8,3.6,1,4,3,5,5,36,16,20,3,"P",16,"D",159,9996,214
"Female",2,3,3.6,2.4,4.8,0,1,3,1,2,2,21,9,20,1,"B",0,"D",4076,1587,462
"Male",5,3,6,4.8,6,2.4,0,5,1,4,5,22,1,30,2,"P",0,"D",8595,1332,1770
"Female",2,3,4.8,3.6,4.8,6,0,5,1,4,3,13,25,20,2,"B",35,"L",5051,1797,1379
"Male",3,2,3.6,4.8,3.6,4.8,11,4,1,3,4,42,16,40,4,"B",0,"L",8920,2290,393
"Female",5,3,4.8,4.8,6,3.6,1,5,1,2,4,49,1,40,5,"P",0,"L",3141,6245,134
"Female",1,3,3.6,4.8,4.8,6,0,4,3,4,4,58,16,40,4,"B",0,"L",4402,7680,2603
"Male",1,3,4.8,4.8,3.6,3.6,6,4,3,5,4,42,25,30,4,"B",0,"L",2384,5276,2475
"Male",3,3,1.2,3.6,6,6,0,2,3,4,4,27,16,20,5,"P",8,"D",5215,6645,938
"Male",3,1,4.8,3.6,4.8,6,4,3,1,5,4,47,16,10,3,"B",0,"L",8656,8297,985
"Male",4,5,4.8,3.6,4.8,6,0,3,1,2,4,60,16,10,2,"P",14,"L",807,4449,1127
"Male",4,2,6,3.6,6,4.8,43,4,1,3,5,18,16,20,3,"P",60,"L",7781,6377,584
"Male",2,2,6,1.2,2.4,6,0,4,1,5,3,51,1,10,5,"B",18,"L",5728,5380,174
"Male",5,2,4.8,6,2.4,2.4,0,5,3,4,5,34,25,20,2,"B",0,"L",3186,5656,1068
"Male",5,4,6,6,6,3.6,1,4,3,3,5,47,25,30,3,"P",36,"L",8343,2774,2459
"Female",4,0,2.4,3.6,3.6,4.8,0,5,1,4,5,70,25,40,3,"B",0,"L",2083,1976,502
"Female",3,3,4.8,6,6,1.2,0,5,3,3,5,42,16,10,3,"B",0,"L",1973,8569,1121
"Male",1,2,4.8,3.6,2.4,2.4,1,5,3,3,5,44,9,20,2,"B",0,"L",5734,5044,2295
"Male",1,4,3.6,6,6,2.4,351,4,3,3,4,44,9,20,2,"B",0,"L",9030,4894,472
"Male",2,3,3.6,6,4.8,6,8,5,3,2,5,48,16,50,5,"B",5,"L",1559,2890,2687
"Male",2,5,6,1.2,3.6,1.2,0,2,1,2,4,46,4,30,2,"P",0,"D",2652,3091,373
"Male",4,1,2.4,3.6,6,3.6,0,3,3,2,3,16,16,30,3,"B",0,"L",9663,9320,1747
"Male",4,4,3.6,1.2,6,0,0,2,1,1,4,22,4,20,4,"P",96,"D",8008,1052,416
"Female",1,2,4.8,1.2,6,6,0,3,2,3,1,45,25,30,3,"B",0,"L",2098,5959,158
"Male",1,4,4.8,4.8,6,6,0,4,3,5,4,40,9,50,5,"B",0,"L",5646,3219,1587
"Female",4,4,2.4,4.8,1.2,6,26,3,2,2,4,53,9,10,5,"B",1,"L",7108,8966,1562
"Female",4,2,2.4,4.8,2.4,2.4,1,3,3,1,4,26,25,40,2,"P",0,"D",5900,9737,985
"Male",1,4,4.8,6,4.8,1.2,0,5,3,2,5,43,9,10,1,"P",4,"L",1563,3431,1517
"Male",2,2,2.4,4.8,6,3.6,0,3,1,2,3,14,9,20,4,"B",0,"L",8844,8706,212
"Female",4,3,4.8,3.6,6,4.8,0,5,1,2,5,26,25,30,2,"B",0,"L",8775,9962,86
"Male",3,2,3.6,3.6,2.4,2.4,84,4,3,4,5,25,16,20,2,"B",12,"L",3901,4363,1062
"Male",4,4,4.8,4.8,4.8,6,8,5,1,5,4,57,25,20,0,"B",7,"L",3114,2436,157
"Male",3,4,4.8,3.6,4.8,2.4,0,5,1,1,3,44,9,20,2,"B",13,"L",2009,9239,892
"Female",2,3,3.6,4.8,4.8,1.2,0,2,1,4,3,18,16,30,3,"P",0,"L",5066,103,73
"Male",1,5,3.6,2.4,4.8,3.6,0,4,1,5,3,39,9,30,5,"B",0,"L",4286,7170,369
"Female",1,3,1.2,3.6,4.8,6,7,4,1,1,5,10,9,20,0,"B",4,"L",6977,1034,1189
"Female",4,2,2.4,6,2.4,1.2,2,5,3,5,5,53,9,10,1,"B",0,"L",4453,9814,3264
"Female",4,4,3.6,4.8,4.8,6,0,4,1,1,5,44,9,40,2,"B",0,"L",4716,1387,315
"Female",1,4,4.8,6,6,1.2,89,5,3,1,5,40,16,10,1,"P",125,"L",3709,1256,2343
"Male",5,2,6,4.8,1.2,2.4,11,5,2,1,4,12,9,30,3,"B",0,"L",149,9730,247
"Male",2,1,3.6,4.8,4.8,4.8,91,5,1,2,4,21,9,30,2,"B",5,"L",3698,4596,476
"Female",5,4,2.4,4.8,3.6,3.6,0,4,3,5,4,34,1,30,3,"B",9,"L",845,7343,2636
"Male",3,2,3.6,6,4.8,3.6,0,5,3,3,5,44,16,30,3,"B",0,"L",8110,1522,2588
"Male",5,2,4.8,2.4,6,6,0,1,1,2,3,41,16,50,5,"B",0,"L",5352,6712,851
"Female",4,5,6,6,4.8,4.8,17,3,1,2,4,39,25,30,4,"B",0,"L",4656,110,964
"Male",2,5,4.8,4.8,6,3.6,8,4,3,2,4,37,1,30,3,"P",32,"L",7308,6101,3425
"Female",1,5,3.6,3.6,2.4,4.8,0,4,3,4,4,32,16,40,4,"B",0,"L",7249,1409,3386
"Male",1,4,4.8,6,3.6,4.8,0,5,3,3,5,40,25,50,5,"B",3,"L",1765,9544,946
"Female",4,1,6,4.8,2.4,6,0,2,1,2,5,26,16,20,2,"P",0,"L",6729,2067,283
"Female",5,1,1.2,6,3.6,6,139,4,1,4,3,36,16,40,2,"B",226,"L",823,4267,607
"Female",2,4,4.8,3.6,4.8,4.8,49,3,1,5,4,12,4,30,1,"B",6,"L",6885,7178,711
"Female",2,1,4.8,3.6,4.8,6,19,5,1,2,3,13,4,10,1,"B",28,"L",7870,3402,802
"Female",3,3,3.6,6,4.8,3.6,0,5,3,5,5,51,25,30,3,"P",0,"L",2469,1765,550
"Female",2,4,6,1.2,4.8,2.4,0,2,1,3,1,45,4,20,2,"B",170,"D",1103,9445,761
"Female",1,4,4.8,2.4,4.8,3.6,1,4,1,4,5,22,16,40,3,"B",16,"D",7282,157,967
"Female",1,0,2.4,6,3.6,6,45,4,1,1,4,24,9,50,4,"B",12,"D",7968,5056,587
"Female",4,1,6,2.4,3.6,3.6,128,2,1,3,2,67,16,30,2,"P",19,"L",8364,3164,500
"Female",2,3,4.8,3.6,3.6,1.2,0,2,1,4,4,23,9,10,5,"B",0,"D",9936,5509,641
"Female",3,1,4.8,4.8,6,3.6,92,4,3,4,4,42,25,30,3,"B",0,"L",9710,3463,957
"Female",5,2,6,6,1.2,3.6,12,3,3,5,4,32,25,30,2,"P",0,"L",3494,9709,1798
"Female",3,3,2.4,4.8,4.8,2.4,0,3,3,4,4,33,25,20,2,"B",60,"L",674,1274,2414
"Female",1,2,4.8,3.6,4.8,6,0,2,3,5,4,38,25,40,5,"P",0,"D",5537,6370,1235
"Male",5,1,2.4,1.2,3.6,6,0,5,1,3,5,21,9,30,5,"B",0,"D",4597,3644,824
"Male",3,5,4.8,6,3.6,6,0,5,3,1,5,36,16,50,5,"P",0,"L",6488,7166,3147
"Female",3,0,3.6,3.6,6,6,16,4,3,5,3,44,25,10,4,"P",0,"L",7458,1276,649
"Male",3,3,4.8,2.4,3.6,1.2,12,1,1,2,3,33,1,30,4,"B",0,"D",5505,8356,134
"Female",2,4,1.2,1.2,4.8,2.4,1,2,1,1,1,55,9,20,3,"B",46,"L",1915,959,170
"Female",4,2,4.8,4.8,4.8,6,16,4,3,4,4,33,9,50,5,"B",194,"L",3206,329,3214
"Female",2,3,4.8,1.2,3.6,4.8,0,5,1,2,1,41,9,40,0,"P",0,"L",5681,8354,224
"Female",2,2,6,4.8,4.8,2.4,13,4,3,4,4,55,16,20,2,"B",0,"L",5140,2367,3737
"Male",2,2,6,4.8,6,2.4,0,4,3,4,4,42,25,20,2,"P",0,"L",9377,42,1931
"Male",4,4,4.8,3.6,2.4,2.4,0,2,1,5,3,7,1,40,1,"P",0,"L",9099,1840,550
"Female",1,3,2.4,6,4.8,4.8,0,5,1,3,5,58,16,40,0,"B",0,"L",4360,3638,406
"Male",3,3,3.6,6,3.6,3.6,14,5,3,3,5,61,25,30,3,"B",51,"L",9198,7444,226
"Male",1,3,2.4,4.8,4.8,3.6,0,3,1,2,3,26,16,30,3,"B",0,"D",3908,4813,590
"Male",2,5,4.8,6,6,6,12,1,2,4,4,32,16,50,5,"P",0,"L",9593,9304,773
"Female",3,4,6,6,2.4,2.4,36,5,3,5,5,46,9,20,2,"B",0,"L",1357,2814,2136
"Female",5,3,4.8,6,4.8,6,0,5,2,1,5,53,25,50,5,"B",5,"L",5980,1453,460
"Female",4,2,6,1.2,6,2.4,0,2,1,5,4,41,16,30,5,"P",205,"L",4763,9795,190
"Female",5,4,6,3.6,1.2,1.2,0,3,1,4,3,45,1,10,1,"P",0,"L",365,7961,479
"Male",2,4,4.8,4.8,4.8,1.2,14,2,3,3,5,23,16,10,1,"B",0,"L",6173,4664,570
"Female",4,1,4.8,2.4,2.4,4.8,0,2,3,2,2,50,4,40,4,"B",0,"L",7595,564,216
"Female",3,3,4.8,4.8,2.4,3.6,47,4,3,3,4,39,25,30,3,"B",0,"L",9977,1588,1609
"Male",3,4,4.8,4.8,3.6,6,0,5,1,2,4,80,1,50,5,"P",0,"L",1316,2856,101
"Male",3,4,4.8,4.8,6,4.8,0,3,1,4,4,45,16,40,3,"B",3,"L",7175,4555,190
"Female",5,1,1.2,4.8,2.4,4.8,0,2,1,1,5,18,25,30,3,"P",0,"L",5965,4738,861
"Male",5,5,6,4.8,4.8,2.4,0,4,1,4,3,51,9,40,3,"B",0,"L",8847,7547,214
"Female",5,4,2.4,3.6,6,1.2,0,3,3,1,3,46,9,10,1,"B",0,"L",5720,2790,521
"Male",3,1,6,3.6,6,6,0,5,1,4,5,12,9,30,3,"B",0,"L",357,9324,163
"Female",2,4,6,4.8,6,2.4,0,4,3,3,5,51,9,20,2,"B",0,"L",6096,4081,2404
"Male",4,2,1.2,6,6,3.6,48,5,3,4,5,52,25,30,2,"B",0,"L",9508,7051,1337
"Male",5,4,6,4.8,3.6,4.8,23,4,3,3,4,51,9,40,4,"B",0,"L",8089,36,3324
"Female",4,5,1.2,6,3.6,4.8,0,4,3,5,5,52,25,40,4,"B",20,"L",9257,9299,2944
"Male",1,5,4.8,6,3.6,6,0,5,1,3,4,15,9,10,2,"B",9,"L",2752,7854,2153
"Female",5,2,4.8,6,2.4,6,2,5,3,5,5,53,1,50,5,"B",19,"L",7348,276,2288
"Male",4,2,6,6,3.6,4.8,50,5,3,3,5,54,16,50,5,"B",18,"L",5866,5754,2221
"Female",3,2,2.4,3.6,1.2,0,0,5,3,4,5,20,25,30,4,"B",0,"D",6669,6784,158
"Female",2,1,2.4,3.6,3.6,4.8,60,3,1,3,5,27,25,40,2,"B",1,"L",2086,6708,770
"Female",2,3,6,4.8,3.6,1.2,0,4,3,5,4,57,9,10,1,"B",0,"L",9934,3097,3449
"Female",5,1,3.6,2.4,4.8,6,0,1,1,3,4,15,9,40,2,"P",0,"L",4260,848,368
"Male",3,2,4.8,3.6,6,2.4,0,4,2,2,3,35,25,10,2,"B",0,"D",3351,5379,978
"Male",5,5,4.8,6,3.6,3.6,0,5,1,1,2,62,16,10,2,"B",0,"L",5241,3102,542
"Male",5,4,6,2.4,4.8,6,10,1,1,2,2,69,4,20,1,"B",0,"L",395,6099,594
"Male",1,3,6,4.8,1.2,1.2,82,4,3,4,4,46,16,10,1,"P",0,"L",131,3372,1956
"Male",3,5,3.6,4.8,6,2.4,14,4,3,4,4,37,16,20,2,"B",0,"L",9114,8340,1993
"Male",2,1,3.6,4.8,6,1.2,2,5,1,4,5,50,4,10,3,"B",28,"L",6091,4281,1024
"Female",5,5,4.8,3.6,4.8,2.4,14,1,1,4,2,9,16,30,2,"B",35,"D",3075,2265,760
"Male",5,2,4.8,6,4.8,6,0,5,3,5,4,27,25,50,5,"P",3,"L",9982,8758,588
"Female",4,5,3.6,3.6,3.6,6,2,3,1,3,3,47,4,50,5,"B",13,"L",4209,7788,596
"Female",2,4,3.6,6,1.2,4.8,0,5,3,4,5,43,9,30,0,"B",0,"L",1399,1967,223
"Female",3,5,6,4.8,4.8,3.6,6,5,3,1,4,23,25,50,0,"P",25,"D",7784,4743,414
"Female",4,1,4.8,1.2,1.2,3.6,0,1,1,5,1,38,25,40,4,"P",0,"L",5432,1374,109
"Male",4,3,2.4,4.8,2.4,1.2,0,4,1,3,2,28,4,10,1,"B",0,"L",9603,8932,1056
"Female",2,1,3.6,4.8,1.2,2.4,5,3,1,2,4,59,9,30,3,"B",0,"L",3055,4221,1165
"Male",2,4,3.6,6,6,3.6,72,2,3,5,4,48,25,20,3,"P",0,"D",5903,1713,737
"Female",3,2,1.2,6,2.4,2.4,12,5,3,3,5,34,25,20,2,"P",0,"L",8095,4241,3082
"Male",4,4,2.4,4.8,4.8,1.2,0,3,1,1,1,11,4,30,1,"B",0,"D",917,363,972
"Male",2,3,3.6,4.8,4.8,6,0,2,1,5,4,17,16,40,2,"P",0,"L",6433,8374,290
"Female",4,3,4.8,4.8,6,2.4,0,4,3,4,4,39,25,20,2,"B",0,"L",8607,936,740
"Female",4,1,3.6,6,3.6,2.4,0,5,3,4,5,45,16,20,2,"P",0,"L",6214,649,2172
"Female",2,3,4.8,2.4,3.6,2.4,43,3,1,4,4,27,1,30,2,"P",0,"D",6872,3951,1162
"Female",3,4,6,2.4,4.8,3.6,0,2,3,4,2,50,1,30,3,"B",16,"L",2134,9082,1609
"Female",5,0,4.8,6,3.6,0,0,5,1,4,4,24,16,30,2,"P",0,"D",299,5561,599
"Male",3,2,4.8,4.8,3.6,3.6,0,2,3,5,2,39,9,40,3,"B",8,"D",6860,6608,239
"Female",5,2,3.6,4.8,3.6,6,8,1,1,4,4,33,25,50,4,"P",0,"L",4415,3969,788
"Female",3,2,6,1.2,4.8,1.2,0,2,1,4,1,55,4,40,2,"B",1,"L",1661,4433,135
"Female",5,3,4.8,4.8,3.6,4.8,0,4,1,3,4,61,25,40,4,"P",3,"L",6166,1175,458
"Male",3,3,6,4.8,2.4,6,0,2,1,1,4,36,4,50,1,"B",54,"L",261,9255,304
"Female",2,3,6,3.6,2.4,3.6,9,2,3,5,5,32,16,40,3,"B",0,"D",3565,3519,964
"Male",2,5,4.8,1.2,1.2,6,10,2,2,4,3,30,4,50,5,"B",8,"L",3889,5307,451
"Female",1,5,3.6,3.6,6,4.8,14,4,1,5,5,49,9,20,2,"B",0,"L",5280,5642,484
"Female",5,2,6,4.8,4.8,3.6,0,2,1,4,3,13,1,30,3,"B",96,"D",2472,6214,1290
"Female",5,2,3.6,4.8,6,2.4,0,5,3,5,4,24,9,20,2,"P",0,"L",2154,591,731
"Female",3,1,1.2,3.6,6,6,0,3,3,1,5,37,16,50,5,"B",0,"D",1465,913,204
"Male",4,1,4.8,4.8,2.4,1.2,9,4,3,4,4,60,9,10,1,"B",0,"L",451,8091,3679
"Female",1,3,6,4.8,3.6,3.6,0,4,1,4,3,39,16,20,2,"B",0,"L",1335,1639,158
"Male",3,0,3.6,1.2,4.8,2.4,0,4,2,3,2,55,4,20,3,"P",0,"L",6303,7538,631
"Male",4,3,3.6,4.8,6,3.6,25,5,3,3,4,44,9,30,3,"B",6,"L",9726,2020,2145
"Female",4,2,6,3.6,4.8,4.8,15,3,3,4,5,31,9,40,4,"B",0,"L",5150,9205,770
"Female",4,4,4.8,4.8,1.2,2.4,0,4,3,5,4,56,9,20,2,"B",0,"L",4505,9936,3734
"Female",1,4,4.8,3.6,2.4,6,0,2,3,2,3,25,9,50,5,"B",27,"L",6535,6203,3431
"Male",4,3,6,1.2,2.4,6,0,3,1,4,1,40,25,50,5,"P",0,"L",340,9334,1091
"Female",4,1,6,4.8,4.8,4.8,0,2,2,2,3,23,1,40,4,"B",0,"L",7172,7742,725
"Male",5,2,4.8,4.8,3.6,3.6,0,2,1,5,3,68,9,30,3,"B",13,"L",3093,7197,850
"Female",2,3,4.8,3.6,4.8,6,0,4,1,3,4,31,9,20,3,"B",3,"L",3216,1421,409
"Female",2,0,3.6,3.6,2.4,6,30,3,3,2,3,80,9,50,5,"B",0,"L",2841,8146,3521
"Female",5,1,4.8,2.4,4.8,4.8,131,5,3,5,4,47,25,40,3,"B",0,"L",323,455,2557
"Female",5,5,6,4.8,1.2,3.6,0,4,3,3,4,35,25,30,4,"P",2,"L",2934,9812,2176
"Female",5,1,6,6,3.6,3.6,0,5,3,1,5,37,25,30,3,"B",0,"L",7894,7122,2408
"Male",3,3,2.4,3.6,4.8,6,0,5,1,4,3,40,16,50,5,"B",0,"L",9344,6876,207
"Male",1,4,3.6,3.6,6,4.8,0,5,1,1,5,34,25,30,3,"P",0,"L",8427,7812,179
"Male",2,5,4.8,4.8,1.2,2.4,46,4,3,1,5,48,25,10,2,"P",0,"D",7844,655,928
"Female",1,5,3.6,3.6,4.8,4.8,0,3,1,3,5,17,25,20,1,"B",0,"L",3989,3525,292
"Male",5,1,4.8,2.4,3.6,4.8,0,2,1,4,2,50,9,30,2,"B",0,"L",9412,4032,342
"Female",5,3,4.8,3.6,4.8,4.8,0,1,2,3,4,69,9,40,4,"B",3,"L",2703,1767,925
"Male",1,2,3.6,3.6,4.8,2.4,1,5,1,5,4,43,4,40,4,"B",0,"D",3616,2355,427
"Female",2,4,4.8,4.8,3.6,6,0,4,3,5,4,52,25,40,0,"P",0,"L",931,6999,134
"Female",4,2,3.6,3.6,6,4.8,10,3,1,5,4,21,25,40,2,"B",6,"L",11,452,918
"Male",1,1,3.6,3.6,4.8,3.6,11,3,3,2,3,51,1,30,5,"P",0,"L",4751,2211,1528
"Female",5,3,4.8,4.8,6,1.2,0,2,1,4,1,41,16,30,2,"P",0,"L",8842,52,2586
"Female",4,3,4.8,3.6,4.8,6,0,3,3,3,3,45,25,50,5,"B",16,"L",2522,3829,1968
"Female",5,1,1.2,1.2,3.6,3.6,0,3,1,2,3,64,1,40,1,"P",0,"L",8533,9092,781
"Male",2,4,1.2,3.6,1.2,3.6,78,1,1,5,2,34,9,30,3,"B",28,"D",2640,373,1464
"Female",3,4,3.6,1.2,2.4,6,0,1,1,3,2,10,25,10,3,"P",0,"L",6696,3572,239
"Male",1,2,2.4,6,6,2.4,65,5,3,4,5,37,16,20,2,"B",3,"L",8225,6904,1921
"Male",5,4,6,4.8,6,6,90,3,3,4,4,23,1,50,5,"B",0,"L",4779,7210,639
"Male",5,2,4.8,2.4,4.8,2.4,0,1,1,4,3,24,16,40,2,"B",34,"D",8857,4561,1438
"Male",1,2,4.8,4.8,6,4.8,68,4,3,4,4,48,9,40,4,"B",0,"L",6484,8246,650
"Female",5,4,3.6,6,3.6,2.4,0,5,3,4,5,38,1,20,2,"B",22,"L",2656,7227,1962
"Female",2,2,4.8,4.8,6,3.6,92,4,1,1,4,55,1,30,3,"B",58,"L",2976,1178,515
"Female",5,3,4.8,4.8,2.4,6,0,2,2,5,4,53,16,30,2,"B",0,"L",2245,6278,399
"Female",4,4,2.4,4.8,2.4,2.4,38,4,3,4,4,51,16,20,2,"B",0,"L",4594,6272,1927
"Male",4,5,4.8,4.8,4.8,3.6,0,4,3,3,4,45,25,30,3,"P",0,"L",8112,7831,1908
"Female",2,3,3.6,2.4,2.4,1.2,34,2,3,1,2,58,4,10,1,"B",105,"L",5969,9408,1925
"Male",3,4,4.8,1.2,6,6,0,5,3,5,5,31,4,50,5,"B",11,"L",3221,5937,3326
"Female",2,4,3.6,6,4.8,2.4,10,5,3,4,5,47,16,20,2,"B",0,"L",5691,5048,2854
"Female",3,3,4.8,6,4.8,3.6,35,5,3,5,5,47,9,40,4,"P",0,"L",1841,5512,280
"Male",5,4,6,4.8,4.8,3.6,124,4,3,5,5,54,25,30,1,"B",0,"L",2324,2267,3918
"Female",2,3,1.2,2.4,4.8,1.2,1,2,2,4,3,12,16,40,5,"B",9,"L",137,4021,337
"Male",3,1,4.8,6,3.6,6,0,2,1,4,5,23,25,40,3,"P",0,"L",9432,3850,991
"Male",4,4,3.6,2.4,6,3.6,0,5,1,3,3,9,9,40,1,"B",0,"D",5384,6348,583
"Female",5,5,1.2,2.4,1.2,6,0,4,2,3,3,40,1,50,5,"B",38,"L",8558,5326,581
"Female",4,1,3.6,6,1.2,3.6,0,1,1,4,1,28,25,50,3,"B",0,"D",3331,1667,2409
"Female",2,2,1.2,4.8,6,0,0,2,3,5,4,26,9,30,0,"B",0,"D",7574,7007,1608
"Female",2,1,4.8,6,2.4,4.8,0,4,3,4,5,30,9,40,4,"B",46,"L",3620,5383,1503
"Female",5,4,3.6,3.6,6,4.8,4,3,3,2,3,51,9,40,4,"B",58,"L",7773,8245,1785
"Male",2,2,1.2,2.4,6,2.4,60,4,2,2,2,41,16,30,4,"P",6,"L",748,1994,369
"Male",5,1,6,4.8,4.8,1.2,0,4,3,4,4,58,9,10,1,"B",2,"L",2505,9311,2959
"Female",1,2,3.6,6,6,2.4,0,5,3,3,5,59,25,20,2,"B",78,"L",3002,4248,332
"Male",4,1,4.8,2.4,6,4.8,0,2,3,3,2,55,16,40,4,"B",112,"L",3569,7101,1440
"Male",5,4,4.8,6,6,2.4,5,5,3,1,5,61,16,20,2,"B",0,"L",1516,4647,1657
"Female",4,3,6,2.4,4.8,0,154,5,1,5,2,23,25,20,2,"B",11,"D",7564,2092,589
"Male",5,3,6,3.6,4.8,3.6,37,1,1,4,3,40,4,30,2,"B",0,"D",5689,8880,590
"Female",3,2,3.6,3.6,1.2,6,0,3,1,2,4,18,9,50,5,"P",2,"L",3542,7461,936
"Female",2,2,3.6,3.6,4.8,0,16,5,3,2,4,21,16,40,5,"P",0,"D",5248,7336,503
"Female",5,2,3.6,2.4,4.8,4.8,0,1,1,2,2,36,9,40,5,"B",0,"L",3870,2993,1046
"Male",5,5,2.4,4.8,3.6,6,0,4,3,5,4,42,25,50,5,"B",0,"L",3507,4864,3358
"Female",3,5,3.6,6,3.6,2.4,0,2,3,1,5,33,16,20,2,"B",0,"D",8033,7584,338
"Male",4,3,4.8,3.6,4.8,6,44,5,3,4,5,44,9,10,5,"P",15,"D",2641,2488,166
"Female",1,4,6,1.2,2.4,0,0,3,1,3,4,25,1,10,2,"B",25,"D",893,696,337
"Female",3,2,3.6,1.2,6,2.4,0,4,1,1,3,39,1,20,2,"B",0,"L",1774,7060,118
"Male",1,1,4.8,4.8,4.8,0,26,4,1,2,4,41,25,30,4,"B",0,"D",7508,2441,567
"Male",4,2,6,6,6,2.4,0,5,3,4,5,59,16,20,2,"P",0,"L",6228,3730,2599
"Female",3,1,4.8,3.6,3.6,6,0,3,3,4,3,34,9,50,5,"P",0,"L",8851,1249,1102
"Female",4,3,1.2,6,4.8,6,106,5,3,4,5,39,9,50,3,"P",0,"L",2473,6674,224
"Female",4,2,4.8,2.4,6,4.8,0,0,1,5,2,69,9,40,0,"P",0,"L",2501,7968,224
"Female",4,1,6,6,4.8,3.6,0,3,1,5,3,37,9,50,3,"B",58,"L",4557,2157,595
"Female",2,3,4.8,3.6,4.8,1.2,0,3,3,3,3,53,25,10,1,"B",0,"L",8295,3651,2446
"Male",3,2,4.8,4.8,4.8,2.4,53,2,3,4,4,59,4,40,2,"B",11,"D",2892,1796,236
"Male",4,2,3.6,3.6,3.6,4.8,0,3,2,5,5,32,25,50,5,"B",0,"L",7430,2608,190
"Female",2,4,4.8,2.4,4.8,4.8,13,2,3,1,2,36,4,40,0,"P",3,"L",6861,4881,2351
"Female",5,3,2.4,6,2.4,1.2,17,2,3,2,4,17,25,30,4,"P",24,"D",523,3137,1090
"Male",2,3,4.8,6,4.8,4.8,0,2,1,3,4,16,25,20,4,"P",0,"L",4015,1893,674
"Male",4,2,2.4,4.8,4.8,1.2,2,4,3,4,4,44,9,10,1,"B",22,"L",519,5634,2401
"Female",3,1,1.2,2.4,2.4,2.4,0,1,1,4,3,10,1,30,4,"B",32,"L",2711,8009,86
"Female",3,5,2.4,4.8,3.6,6,7,4,3,5,4,44,9,50,5,"B",29,"L",1602,4066,3642
"Female",2,4,4.8,3.6,4.8,2.4,0,3,2,4,1,31,4,20,5,"B",0,"L",871,5166,101
"Female",5,5,4.8,6,3.6,3.6,0,5,3,5,5,59,25,30,3,"B",0,"L",5978,2263,328
"Male",3,4,4.8,2.4,1.2,1.2,3,2,3,2,2,54,4,10,1,"P",0,"L",3847,5051,1667
"Male",2,3,1.2,2.4,4.8,0,0,3,1,4,1,21,16,30,4,"P",0,"D",1087,9890,438
"Male",2,4,1.2,6,6,3.6,43,1,1,4,4,22,9,10,2,"P",0,"L",8567,1470,342
"Male",1,2,1.2,6,6,3.6,0,3,1,1,4,14,25,40,3,"B",0,"D",2431,8491,1498
"Female",4,3,6,6,4.8,2.4,3,5,3,3,5,56,9,40,4,"P",2,"L",7485,5406,1514
"Female",3,3,3.6,6,3.6,6,0,5,1,4,4,21,16,10,5,"B",0,"L",1309,9207,529
"Male",4,1,4.8,4.8,6,6,0,4,3,2,4,39,9,50,5,"B",0,"L",7450,6651,1935
"Male",5,2,6,4.8,3.6,4.8,1,4,3,4,4,39,25,40,4,"P",0,"L",8035,6731,3582
"Male",1,2,6,6,4.8,4.8,10,5,3,5,5,39,25,40,4,"B",0,"L",9591,1106,1947
"Female",3,3,6,4.8,4.8,1.2,77,4,1,4,4,57,9,10,1,"P",0,"L",1749,5943,1750
"Female",1,4,2.4,4.8,6,3.6,0,4,3,5,4,43,1,30,3,"P",0,"L",993,3365,3005
"Male",4,1,1.2,2.4,2.4,6,74,2,3,1,2,53,4,50,5,"B",27,"L",9572,4417,122
"Female",2,3,3.6,1.2,6,1.2,0,4,1,2,4,40,9,40,4,"B",2,"L",1727,7750,1773
"Female",1,0,4.8,3.6,4.8,3.6,0,4,3,3,4,47,25,30,3,"B",0,"D",5885,183,1047
"Female",4,2,3.6,6,4.8,4.8,6,3,3,5,4,29,25,20,2,"B",16,"L",8576,9089,1519
"Male",4,2,6,4.8,2.4,0,73,3,3,1,3,13,4,40,0,"P",7,"L",4865,1640,1047
"Female",2,3,6,6,6,3.6,0,0,2,5,5,51,4,50,0,"B",0,"L",4312,6200,268
"Female",3,4,3.6,3.6,4.8,3.6,165,3,1,4,3,26,16,40,3,"B",12,"D",4578,7114,157
"Female",2,3,4.8,3.6,6,6,0,3,1,3,5,26,25,30,2,"B",0,"L",4446,4392,101
"Male",4,2,4.8,1.2,2.4,2.4,14,5,3,1,1,49,9,10,5,"P",9,"L",897,2368,86
"Female",4,1,3.6,3.6,4.8,1.2,0,3,3,4,5,19,16,10,1,"B",0,"L",1166,4008,581
"Male",3,3,3.6,6,4.8,1.2,0,5,3,4,5,34,25,10,1,"B",0,"L",5927,9189,2627
"Female",2,2,1.2,3.6,4.8,2.4,0,4,1,4,3,23,4,30,2,"B",0,"L",7520,621,872
"Female",2,2,2.4,4.8,3.6,4.8,1,5,1,4,3,28,1,30,3,"B",21,"L",9851,7733,1995
"Male",2,3,3.6,1.2,3.6,1.2,0,1,1,1,3,19,16,40,2,"B",0,"L",1552,6729,1084
"Male",1,1,4.8,4.8,6,2.4,0,2,1,1,4,65,1,40,2,"B",8,"L",3781,4732,1013
